title,author,full_author,full_title,url_html,url_text,url_zip,url_pdf,url_other
The Murder on Yarmouth Sands,Edgar Wallace,,,http://gutenberg.net.au/ebooks14/1400131h.html,,,,
Herbert Armstrong Poisoner,Edgar Wallace,,,http://gutenberg.net.au/ebooks14/1400121h.html,,,,
The Great Bank of England Frauds,Edgar Wallace,,,http://gutenberg.net.au/ebooks14/1400111h.html,,,,
The Colonization of Australia,Richard C Mills,,The Colonization of Australia (1829-42): The Wakefield Experiment,http://gutenberg.net.au/ebooks14/1400101h.html,,,,
The Standard History of the War Vol4,Edgar Wallace,,,http://gutenberg.net.au/ebooks14/1400091h.html,,,,
The Standard History of the War Vol3,Edgar Wallace,,,http://gutenberg.net.au/ebooks14/1400081h.html,,,,
The Standard History of the War Vol2,Edgar Wallace,,,http://gutenberg.net.au/ebooks14/1400071h.html,,,,
The Standard History of the War Vol1,Edgar Wallace,,,http://gutenberg.net.au/ebooks14/1400061h.html,,,,
The Counterstroke,Ambrose Pratt,,,http://gutenberg.net.au/ebooks14/1400051h.html,http://gutenberg.net.au/ebooks14/1400051.txt,,,
The Lady and the Arsenic,Marjorie Bowen,,,http://gutenberg.net.au/ebooks14/1400041h.html,,,,
Charlotte Bronte,E F Benson,,,http://gutenberg.net.au/ebooks14/1400031h.html,,,,
John Walters,Sapper,,,http://gutenberg.net.au/ebooks14/1400021h.html,,,,
Jim Brent,Sapper,,,http://gutenberg.net.au/ebooks14/1400011h.html,,,,
Through the Magic Door,Arthur Conan Doyle,,,http://gutenberg.net.au/ebooks13/1307011h.html,,,,
The Wanderings of a Spiritualist,Arthur C Doyle,Arthur Conan Doyle,,http://gutenberg.net.au/ebooks13/1307001h.html,,,,
The Duello in France,Arthur Conan Doyle,,,http://gutenberg.net.au/ebooks13/1306991h.html,,,,
My Favourite Novelist and His Best Book,A C Doyle,Arthur Conan Doyle,,http://gutenberg.net.au/ebooks13/1306981h.html,,,,
Life on a Greenland Whaler,Arthur Conan Doyle,,,http://gutenberg.net.au/ebooks13/1306971h.html,,,,
Juvenilia,Arthur Conan Doyle,,,http://gutenberg.net.au/ebooks13/1306961h.html,,,,
Crossing an Alpine Pass on Ski,Arthur Conan Doyle,,,http://gutenberg.net.au/ebooks13/1306951h.html,,,,
The Future of Canadian Literature,Arthur C Doyle,Arthur Conan Doyle,,http://gutenberg.net.au/ebooks13/1306941h.html,,,,
A Lodge in the Wilderness,John Buchan,,,http://gutenberg.net.au/ebooks13/1306931h.html,,,,
The Squatter's Ward,Edward S Sorenson,,,http://gutenberg.net.au/ebooks13/1306921h.html,http://gutenberg.net.au/ebooks13/1306921.txt,,,
Empress Octavia,Wilhelm Walloth,,,http://gutenberg.net.au/ebooks13/1306911h.html,,,,
The Broom-Squire,Sabine Baring-Gould,,,http://gutenberg.net.au/ebooks13/1306901h.html,,,,
The Book of Were-Wolves,Sabine Baring-Gould,,,http://gutenberg.net.au/ebooks13/1306891h.html,,,,
Perpetua,Sabine Baring-Gould,,,http://gutenberg.net.au/ebooks13/1306881h.html,,,,
Pabo the Priest,Sabine Baring-Gould,,,http://gutenberg.net.au/ebooks13/1306871h.html,,,,
Noemi-A Story of Rock-Dwellers,Sabine Baring-Gould,,,http://gutenberg.net.au/ebooks13/1306861h.html,,,,
Mehalah-A Story of the Salt Marshes,S Baring-Gould,Sabine Baring-Gould,,http://gutenberg.net.au/ebooks13/1306851h.html,,,,
In the Roar of the Sea,Sabine Baring-Gould,,,http://gutenberg.net.au/ebooks13/1306841h.html,,,,
Historic Oddities--Series 2,Sabine Baring-Gould,,Historic Oddities and Strange Events�Series 2,http://gutenberg.net.au/ebooks13/1306831h.html,,,,
Historic Oddities--Series 1,Sabine Baring-Gould,,Historic Oddities and Strange Events�Series 1,http://gutenberg.net.au/ebooks13/1306821h.html,,,,
Domitia,Sabine Baring-Gould,,,http://gutenberg.net.au/ebooks13/1306811h.html,,,,
Curious Myths of the Middle Ages,S Baring-Gould,,,http://gutenberg.net.au/ebooks13/1306801h.html,,,,
Curiosities of Olden Times,Sabine Baring-Gould,,,http://gutenberg.net.au/ebooks13/1306791h.html,,,,
A Book of Ghosts,Sabine Baring-Gould,,,http://gutenberg.net.au/ebooks13/1306781h.html,,,,
One Night in Somerset,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306771h.html,,,,
Lord Exenham Creates a Sensation,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306761h.html,,,,
Halley's Comet,Edgar Wallace,,"Halley's Comet, the Cowboy and Lord Dorrington",http://gutenberg.net.au/ebooks13/1306751h.html,,,,
Before Witnesses,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306741h.html,,,,
The Death Room,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306731h.html,,,,
The Mouthpiece,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306721h.html,,,,
The Table,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306711h.html,,,,
The Man who Changed his Name,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306701h.html,,,,
St. Winifred's-or The World of School,F W Farrar,Frederic W Farrar,,http://gutenberg.net.au/ebooks13/1306691h.html,,,,
Julian Home - A Tale of College Life,F W Farrar,Frederic W Farrar,,http://gutenberg.net.au/ebooks13/1306681h.html,,,,
Gathering Clouds,Frederic W Farrar,,,http://gutenberg.net.au/ebooks13/1306671h.html,,,,
Eric or Little by Little,Frederic W Farrar,,,http://gutenberg.net.au/ebooks13/1306661h.html,,,,
Darkness and Dawn,Frederic W Farrar,,,http://gutenberg.net.au/ebooks13/1306651h.html,,,,
Eleven Letters on the Colonies,Edward G Wakefield,Edward Gibbon Wakefield,,http://gutenberg.net.au/ebooks13/1306641h.html,,,,
Letter From Sydney,Robert Gouger,,"Letter From Sydney, The Principal Town Of Australasia",http://gutenberg.net.au/ebooks13/1306631h.html,,,,
The Strange Lapses of Larry Loman,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306621h.html,,,,
Army Reform,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306611h.html,,,,
King of The Rocks,Ambrose Pratt,,,http://gutenberg.net.au/ebooks13/1306601h.html,http://gutenberg.net.au/ebooks13/1306601.txt,,,
Sanctuary Island,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306591h.html,,,,
Smoky Cell,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306581h.html,,,,
The Founding of South Australia,Edwin Hodder,,"The Founding of S.A., as recorded in the Journals of Mr. Robert Gouger",http://gutenberg.net.au/ebooks13/1306571h.html,,,,
The Green Pack,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306561h.html,,,,
The Earl of Nowhere,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306551h.html,,,,
The Veiled Man,Ambrose Pratt,,,http://gutenberg.net.au/ebooks13/1306541h.html,http://gutenberg.net.au/ebooks13/1306541.txt,,,
Gentleman Jack Bushranger,John Sandes,,,http://gutenberg.net.au/ebooks13/1306531h.html,http://gutenberg.net.au/ebooks13/1306531.txt,,,
Cleopatra,H Rider Haggard,,,http://gutenberg.net.au/ebooks13/1306521h.html,,,,
Serapis,Georg Ebers,,,http://gutenberg.net.au/ebooks13/1306511h.html,,,,
Homo Sum,Georg Ebers,,,http://gutenberg.net.au/ebooks13/1306501h.html,,,,
Cleopatra,Georg Ebers,,,http://gutenberg.net.au/ebooks13/1306491h.html,,,,
A Thorny Path,Georg Ebers,,,http://gutenberg.net.au/ebooks13/1306481h.html,,,,
Mr. Miller and the Kaiser,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306471h.html,,,,
The Mystery of Murrawang,Edward S Sorenson,,,http://gutenberg.net.au/ebooks13/1306461h.html,http://gutenberg.net.au/ebooks13/1306461.txt,,,
W C Gosse's Explorations,W C Gosse,,,http://gutenberg.net.au/ebooks13/1306451h.html,,,,
Captain Furneaux's Narrative,Tobias Furneaux,,"Captain Furneaux's Narrative, with some Account of Van Diemen's Land",http://gutenberg.net.au/ebooks13/1306441h.html,,,,
Crozet's Voyage in 1771-2,Henry Ling Roth Roth,,Crozet's Voyage to Tasmania etc in 1771-2,http://gutenberg.net.au/ebooks13/1306431h.html,,,,
Callista,John Henry Newman,,,http://gutenberg.net.au/ebooks13/1306421h.html,,,,
The Magnificent Ensign Smith,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306411h.html,,,,
The Young Carthaginian,G A Henty,,,http://gutenberg.net.au/ebooks13/1306401h.html,,,,
For the Temple,G A Henty,,,http://gutenberg.net.au/ebooks13/1306391h.html,,,,
Beric the Briton,G A Henty,,,http://gutenberg.net.au/ebooks13/1306381h.html,,,,
Zenobia,William Ware,,,http://gutenberg.net.au/ebooks13/1306371h.html,,,,
Aurelian,William Ware,,,http://gutenberg.net.au/ebooks13/1306361h.html,,,,
The Prince Of India,Lew Wallace,,,http://gutenberg.net.au/ebooks13/1306351h.html,,,,
The Fair God,Lew Wallace,,,http://gutenberg.net.au/ebooks13/1306341h.html,,,,
Ben-Hur,Lew Wallace,,,http://gutenberg.net.au/ebooks13/1306331h.html,,,,
To The Lions,Alfred John Church,,,http://gutenberg.net.au/ebooks13/1306321h.html,,,,
The Last Days of Jerusalem,Alfred John Church,,,http://gutenberg.net.au/ebooks13/1306311h.html,,,,
The Count of the Saxon Shore,Alfred John Church,,,http://gutenberg.net.au/ebooks13/1306301h.html,,,,
The Burning of Rome,Alfred John Church,,,http://gutenberg.net.au/ebooks13/1306291h.html,,,,
Stories from Livy,Alfred John Church,,,http://gutenberg.net.au/ebooks13/1306281h.html,,,,
Roman Life in the Days of Cicero,Alfred J Church,,,http://gutenberg.net.au/ebooks13/1306271h.html,,,,
Lucius--Adventures of a Roman Boy,Alfred J Church,,,http://gutenberg.net.au/ebooks13/1306261h.html,,,,
Lords of the World,Alfred John Church,,,http://gutenberg.net.au/ebooks13/1306251h.html,,,,
The Man Who Came Back,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306241h.html,,,,
The Education of King Peter,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306231h.html,,,,
A Dream,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306221h.html,,,,
The Forest of Happy Thoughts,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306211h.html,,,,
The Poisoners,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306201h.html,,,,
Moss Rose,Marjorie Bowen,,,http://gutenberg.net.au/ebooks13/1306191h.html,,,,
The Black Avons 3,Edgar Wallace,,The Black Avons: From Waterloo to the Mutiny,http://gutenberg.net.au/ebooks13/1306181h.html,,,,
The Black Avons 2,Edgar Wallace,,The Black Avons: Roundhead and Cavalier,http://gutenberg.net.au/ebooks13/1306171h.html,,,,
The Black Avons 1,Edgar Wallace,,The Black Avons: How They Fared in the Time of the Tudors,http://gutenberg.net.au/ebooks13/1306161h.html,,,,
Castle Vane: A Romance of Bushranging,J H M Abbott,,,http://gutenberg.net.au/ebooks13/1306151h.html,http://gutenberg.net.au/ebooks13/1306151.txt,,,
The Woman from the East,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306141h.html,,,,
The Day of Uniting,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306131h.html,,,,
The Big Four,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306121h.html,,,,
1925 - The Story of a Fatal Peace,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306111h.html,,,,
The Road to London,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306101h.html,,,,
The Shepherds' Dance,Edward S Sorenson,,The Shepherds' Dance: With the Lamb-Markers of the Paroo,http://gutenberg.net.au/ebooks13/1306091h.html,http://gutenberg.net.au/ebooks13/1306091.txt,,,
Smithy Abroad,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306081h.html,,,,
Spotty the Bower-Bird,Edward S Sorenson,,Spotty the Bower-Bird and Other Stories,http://gutenberg.net.au/ebooks13/1306071h.html,http://gutenberg.net.au/ebooks13/1306071.txt,,,
The Black Avons 4,Edgar Wallace,,The Black Avons: Europe in the Melting Pot,http://gutenberg.net.au/ebooks13/1306061h.html,,,,
The Sodium Lines,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306051h.html,,,,
Antonina,Wilkie Collins,,,http://gutenberg.net.au/ebooks13/1306041h.html,,,,
Sally: The Tale of a Currency Lass,J H M Abbott,,,http://gutenberg.net.au/ebooks13/1306031h.html,http://gutenberg.net.au/ebooks13/1306031.txt,,,
The Terror and Other Stories,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306021h.html,,,,
The Slip,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306011h.html,,,,
The Hand of Power,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1306001h.html,,,,
Andivius Hedulio,Edward Lucas White,,,http://gutenberg.net.au/ebooks13/1305991h.html,,,,
The Unwilling Vestal,Edward Lucas White,,,http://gutenberg.net.au/ebooks13/1305981h.html,,,,
The Histories,Tacitus,,,http://gutenberg.net.au/ebooks13/1305971h.html,,,,
The Annals,Tacitus,,,http://gutenberg.net.au/ebooks13/1305961h.html,,,,
A Son of the Sea,John Arthur Barry,,,http://gutenberg.net.au/ebooks13/1305951h.html,http://gutenberg.net.au/ebooks13/1305951.txt,,,
The Green Bungalow,Fred Merrick White,,,http://gutenberg.net.au/ebooks13/1305941h.html,http://gutenberg.net.au/ebooks13/1305941.txt,,,
The Works of Julius Caesar,Julius Caesar,,,http://gutenberg.net.au/ebooks13/1305931h.html,,,,
The Fourth Plague,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305921h.html,,,,
The Twelve Caesars,Suetonius,,,http://gutenberg.net.au/ebooks13/1305911h.html,,,,
The Aeneid,Virgil,,,http://gutenberg.net.au/ebooks13/1305901h.html,,,,
The Murder at the 'Port Helm',Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305891h.html,,,,
Smithy and the Hun,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305881h.html,,,,
The Limp of the Clan Chen,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305871h.html,,,,
The House Surgeon,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305861h.html,,,,
If--?,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305851h.html,,,,
Dinky Darbison,Edwin James Welch,,,http://gutenberg.net.au/ebooks13/1305841h.html,http://gutenberg.net.au/ebooks13/1305841.txt,,,
Number Six,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305831h.html,,,,
The Terror,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305821h.html,,,,
Sundry Great Gentlemen,Marjorie Bowen,,,http://gutenberg.net.au/ebooks13/1305811h.html,,,,
Three Years with Thunderbolt,Ambrose Pratt,,,http://gutenberg.net.au/ebooks13/1305801h.html,http://gutenberg.net.au/ebooks13/1305801.txt,,,
The Million-Dollar Story,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305791h.html,,,,
Penelope of the Polyantha,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305781h.html,,,,
The Great Reward,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305771h.html,,,,
Eve's Island,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305761h.html,,,,
Life In The Australian Backblocks,Edward Sorenson,,,http://gutenberg.net.au/ebooks13/1305751h.html,http://gutenberg.net.au/ebooks13/1305751.txt,,,
The Three Oak Mystery,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305741h.html,,,,
Gospel-Truth Mortimer,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305731h.html,,,,
The Companions of the Ace High,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305721h.html,,,,
Down Under Donovan,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305711h.html,,,,
The Nuptials of Corbigny,Rafael Sabatini,,,http://gutenberg.net.au/ebooks13/1305701h.html,,,,
Face Cards,Carolyn Wells,,,http://gutenberg.net.au/ebooks13/1305691h.html,,,,
While the Passengers Slept,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305681h.html,,,,
The Barford 'Snake',Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305671h.html,,,,
The Despatch Rider,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305661h.html,,,,
We Shall See,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305651h.html,,,,
An Expedition from Port Denison,A J Richardson,Archibald J Richardson,An Overland Expedition from Port Denison to Cape York,http://gutenberg.net.au/ebooks13/1305641h.html,,,,
The Last Adventure,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305631h.html,,,,
The Orator,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305621h.html,,,,
The Books of Bart,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305611h.html,,,,
Visit of Charles Fraser to the Swan River,J G Hay,,The Visit of Charles Fraser to the Swan River in 1827,http://gutenberg.net.au/ebooks13/1305601h.html,,,,
Sleuth of the Air Waves,Emile C Tepperman,,,http://gutenberg.net.au/ebooks13/1305591h.html,,,,
A History of Geographical Discovery,Edward Heawood,,A History of Geographical Discovery in the 17th and 18th Centuries,http://gutenberg.net.au/ebooks13/1305581h.html,,,,
Short Stories Volume 2,John Arthur Barry,,,http://gutenberg.net.au/ebooks13/1305571h.html,http://gutenberg.net.au/ebooks13/1305571.txt,,,
Flight of the Silver Eagle,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1305551h.html,,,,
The Magic Walking-Stick,John Buchan,,,http://gutenberg.net.au/ebooks13/1305541h.html,,,,
The Man Called McGinnice,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305531h.html,,,,
Christmas Eve at the China Dog,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305521h.html,,,,
A Day with von Tirpitz,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305511h.html,,,,
The Secret of the Sands,Fred Merrick White,,,http://gutenberg.net.au/ebooks13/1305501h.html,http://gutenberg.net.au/ebooks13/1305501.txt,,,
The Steward,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305491h.html,,,,
Dan Kelly Outlaw,Ambrose Pratt,,,http://gutenberg.net.au/ebooks13/1305481h.html,http://gutenberg.net.au/ebooks13/1305481.txt,,,
The Kookaburra,Edward S Sorenson,,,http://gutenberg.net.au/ebooks13/1305471h.html,http://gutenberg.net.au/ebooks13/1305471.txt,,,
Shorty Bill,Sapper,,,http://gutenberg.net.au/ebooks13/1305461h.html,,,,
Forbidden Lover,Rafael Sabatini,,,http://gutenberg.net.au/ebooks13/1305451h.html,,,,
The River of Stars,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305441h.html,,,,
Looking for Leichhardt: the 19th Century,N Overton,Ned Overton,,http://gutenberg.net.au/ebooks13/1305431h.html,,,,
The Supreme Test,Fred Merrick White,,,http://gutenberg.net.au/ebooks13/1305421h.html,http://gutenberg.net.au/ebooks13/1305421.txt,,,
Blackmail,Fred Merrick White,,,http://gutenberg.net.au/ebooks13/1305411h.html,http://gutenberg.net.au/ebooks13/1305411.txt,,,
The Thief in the Night,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305401h.html,,,,
The Mixer,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305391h.html,,,,
The Mystery of the Downs,Arthur J Rees,,,http://gutenberg.net.au/ebooks13/1305381h.html,,,,
The Duel on the Beach,Rafael Sabatini,,,http://gutenberg.net.au/ebooks13/1305371h.html,,,,
Elegant Edward,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305361h.html,,,,
Out of the Blue,Sapper,,,http://gutenberg.net.au/ebooks13/1305351h.html,,,,
The Cardinal Moth,Fred Merrick White,,,http://gutenberg.net.au/ebooks13/1305341h.html,,,,
Michael Cassidy,"Sergeant (US Edition), Sapper",,,http://gutenberg.net.au/ebooks13/1305331h.html,,,,
Sergeant Michael Cassidy,"R.E. (UK Edition),Sapper",,,http://gutenberg.net.au/ebooks13/1305321h.html,,,,
The Dinner Club,Sapper,,,http://gutenberg.net.au/ebooks13/1305311h.html,,,,
Calvert Scientific Exploring Expedition,J G Hill,,,http://gutenberg.net.au/ebooks13/1305301h.html,,,,
The Man in Ratcatcher and Other Stories,Sapper,,,http://gutenberg.net.au/ebooks13/1305291h.html,,,,
Journal of Leichhardt's 3rd Expedition,Leichhardt,Ludwig Leichhardt,Journal of Dr. Leichhardt's Third Expedition,http://gutenberg.net.au/ebooks13/1305281h.html,,,,
Australasiatic Reminiscences,Daniel Bunce,,,http://gutenberg.net.au/ebooks13/1305271h.html,,,,
The House of Mammon,Fred Merrick White,,,http://gutenberg.net.au/ebooks13/1305261h.html,http://gutenberg.net.au/ebooks13/1305261.txt,,,
Good Evans,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305251h.html,,,,
More Educated Evans,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305241h.html,,,,
Educated Evans,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305231h.html,,,,
The Human Touch,Sapper,,,http://gutenberg.net.au/ebooks13/1305221h.html,,,,
Short Stories Volume 3,John Arthur Barry,,,http://gutenberg.net.au/ebooks13/1305211h.html,http://gutenberg.net.au/ebooks13/1305211.txt,,,
Federal Capital--Preliminary Plan,Walter B Griffin,Walter Burley Griffin,The Federal Capital--Report Regarding Preliminary Plan,http://gutenberg.net.au/ebooks13/1305201h.html,,,,
Expedition ascertain course River Victoria,Kennedy,Edmund Kennedy,Expedition to ascertain the course of the River Victoria,http://gutenberg.net.au/ebooks13/1305191h.html,,,,
The Genesis of Queensland,Henry Stuart Russell,,,http://gutenberg.net.au/ebooks13/1305181h.html,,,,
Barbara on her Own,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305171h.html,,,,
A Debt Discharged,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305161h.html,,,,
The Lady of Little Hell,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305151h.html,,,,
The Lady Called Nita,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305141h.html,,,,
The Black and Other Stories,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305131h.html,,,,
Four-Square Jane,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305121h.html,,,,
The Lieutenant and Others,Sapper,,,http://gutenberg.net.au/ebooks13/1305111h.html,,,,
Branded (The Daughters of a Convict),Gerald Biss,,,http://gutenberg.net.au/ebooks13/1305101h.html,http://gutenberg.net.au/ebooks13/1305101.txt,,,
Mrs. William Jones�and Bill,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305091h.html,,,,
Men Women and Guns,Sapper,,,http://gutenberg.net.au/ebooks13/1305081h.html,,,,
Tam's Air Taxi,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305071h.html,,,,
Killer Kay and Other Stories,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305061h.html,,,,
The Island of Terror,Sapper,,,http://gutenberg.net.au/ebooks13/1305051h.html,,,,
The Fighting Scouts,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305041h.html,,,,
An Expedition to the South-Eastward of Perth,J Roe,John Septimus Roe,,http://gutenberg.net.au/ebooks13/1305031h.html,,,,
Thermodynamics,Enrico Fermi,,,,,,http://gutenberg.net.au/ebooks13/1305021p.pdf,
Secret of the River,Fred Merrick White,,,http://gutenberg.net.au/ebooks13/1305011h.html,http://gutenberg.net.au/ebooks13/1305011.txt,,,
Smithy Nobby & Co,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1305001h.html,,,,
Smithy,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1304991h.html,,,,
Nobby,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1304981h.html,,,,
The History of Ballarat,William Bramwell Withers,,,http://gutenberg.net.au/ebooks13/1304971h.html,,,,
The Missing Million,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1304961h.html,,,,
The Melody of Death,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1304951h.html,,,,
The Green Ribbon,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1304941h.html,,,,
Orion the Gold Beater,Sylvanus Cobb,,,http://gutenberg.net.au/ebooks13/1304931h.html,http://gutenberg.net.au/ebooks13/1304931.txt,,,
The Edge of the Sword,Fred Merrick White,,,http://gutenberg.net.au/ebooks13/1304921h.html,http://gutenberg.net.au/ebooks13/1304921.txt,,,
The Black Abbot,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1304911h.html,,,,
The Golden Hades,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1304901h.html,,,,
For Information Received,Edgar Wallace,,For Information Received and Other Stories,http://gutenberg.net.au/ebooks13/1304891h.html,,,,
Circumstantial Evidence (1934),Edgar Wallace,,Circumstantial Evidence and Other Stories (1934),http://gutenberg.net.au/ebooks13/1304881h.html,,,,
The Undisclosed Client,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1304871h.html,,,,
The Flying Fifty-Five,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1304861h.html,,,,
The Collected Ghost Stories of M R James,M R James,,,,http://gutenberg.net.au/ebooks13/1304851.txt,,,
Vultures' Sanctuary,Robert Ervin Howard,,,http://gutenberg.net.au/ebooks13/1304841h.html,,,,
Golden Hope Christmas,Robert Ervin Howard,,,http://gutenberg.net.au/ebooks13/1304821h.html,,,,
Drums of the Sunset,Robert Ervin Howard,,,http://gutenberg.net.au/ebooks13/1304811h.html,,,,
The Rocklitz,Marjorie Bowen,,,http://gutenberg.net.au/ebooks13/1304801h.html,,,,
Sergeant Sir Peter,Edgar Wallace,,,http://gutenberg.net.au/ebooks13/1304791h.html,,,,
Shearers and Some Sheds,John Arthur Barry,,,http://gutenberg.net.au/ebooks13/1304781h.html,http://gutenberg.net.au/ebooks13/1304781.txt,,,
They Dine in Darkness,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304771h.html,,,,
The Little Walking Corpses,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304761h.html,,,,
The Hound of Hell,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304751h.html,,,,
The Corpse Factory,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304741h.html,,,,
Terror Beneath the Streets,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304731h.html,,,,
Soft Blows the Breeze from Hell,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304721h.html,,,,
Satan's Handmaiden,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304711h.html,,,,
Satan's Bedchamber,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304701h.html,,,,
One Night of Terror,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304691h.html,,,,
Monster at Play,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304681h.html,,,,
Midnight Fangs,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304671h.html,,,,
Madman's Bride,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304661h.html,,,,
Girl of the Goat God,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304651h.html,,,,
Death's Mistress,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304641h.html,,,,
Death Lands a Cargo,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304631h.html,,,,
Death Dance of the Broken Dolls,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304621h.html,,,,
Bride of the Winged Terror,Arthur Leo Zagat,,,http://gutenberg.net.au/ebooks13/1304611h.html,,,,
